startedAt;percentage_cons;percentage_cons;valuecons;valuecons;total_sum_cons
;df-cons-Jessica;df-cons-Sebastien;df-cons-Jessica;df-cons-Sebastien;
2025-06-18 22:00:00+00:00;;;0.0;0.0;0.0
2025-06-18 22:15:00+00:00;;;0.0;0.0;0.0
2025-06-18 22:30:00+00:00;;;0.0;0.0;0.0
2025-06-18 22:45:00+00:00;;;0.0;0.0;0.0
2025-06-18 23:00:00+00:00;;;0.0;0.0;0.0
2025-06-18 23:15:00+00:00;;;0.0;0.0;0.0
2025-06-18 23:30:00+00:00;;;0.0;0.0;0.0
2025-06-18 23:45:00+00:00;;;0.0;0.0;0.0
2025-06-19 00:00:00+00:00;;;0.0;0.0;0.0
2025-06-19 00:15:00+00:00;;;0.0;0.0;0.0
2025-06-19 00:30:00+00:00;;;0.0;0.0;0.0
2025-06-19 00:45:00+00:00;;;0.0;0.0;0.0
2025-06-19 01:00:00+00:00;;;0.0;0.0;0.0
2025-06-19 01:15:00+00:00;;;0.0;0.0;0.0
2025-06-19 01:30:00+00:00;;;0.0;0.0;0.0
2025-06-19 01:45:00+00:00;;;0.0;0.0;0.0
2025-06-19 02:00:00+00:00;;;0.0;0.0;0.0
2025-06-19 02:15:00+00:00;;;0.0;0.0;0.0
2025-06-19 02:30:00+00:00;;;0.0;0.0;0.0
2025-06-19 02:45:00+00:00;;;0.0;0.0;0.0
2025-06-19 03:00:00+00:00;;;0.0;0.0;0.0
2025-06-19 03:15:00+00:00;;;0.0;0.0;0.0
2025-06-19 03:30:00+00:00;;;0.0;0.0;0.0
2025-06-19 03:45:00+00:00;;;0.0;0.0;0.0
2025-06-19 04:00:00+00:00;;;0.0;0.0;0.0
2025-06-19 04:15:00+00:00;;;0.0;0.0;0.0
2025-06-19 04:30:00+00:00;;;0.0;0.0;0.0
2025-06-19 04:45:00+00:00;;;0.0;0.0;0.0
2025-06-19 05:00:00+00:00;;;0.0;0.0;0.0
2025-06-19 05:15:00+00:00;51.852;48.148;0.112;0.104;0.216
2025-06-19 05:30:00+00:00;58.571;41.429;0.164;0.116;0.28
2025-06-19 05:45:00+00:00;57.576;42.424;0.152;0.112;0.264
2025-06-19 06:00:00+00:00;60.938;39.062;0.156;0.1;0.256
2025-06-19 06:15:00+00:00;63.415;36.585;0.104;0.06;0.16399999999999998
2025-06-19 06:30:00+00:00;43.478;56.522;0.08;0.104;0.184
2025-06-19 06:45:00+00:00;39.13;60.87;0.072;0.112;0.184
2025-06-19 07:00:00+00:00;50.0;50.0;0.116;0.116;0.232
2025-06-19 07:15:00+00:00;61.194;38.806;0.164;0.104;0.268
2025-06-19 07:30:00+00:00;90.909;9.091;0.56;0.056;0.6160000000000001
2025-06-19 07:45:00+00:00;69.318;30.682;0.244;0.108;0.352
2025-06-19 08:00:00+00:00;71.134;28.866;0.276;0.112;0.388
2025-06-19 08:15:00+00:00;45.614;54.386;0.104;0.124;0.22799999999999998
2025-06-19 08:30:00+00:00;53.061;46.939;0.104;0.092;0.196
2025-06-19 08:45:00+00:00;65.789;34.211;0.1;0.052;0.152
2025-06-19 09:00:00+00:00;40.816;59.184;0.08;0.116;0.196
2025-06-19 09:15:00+00:00;57.746;42.254;0.164;0.12;0.28400000000000003
2025-06-19 09:30:00+00:00;57.143;42.857;0.16;0.12;0.28
2025-06-19 09:45:00+00:00;68.421;31.579;0.156;0.072;0.22799999999999998
2025-06-19 10:00:00+00:00;67.347;32.653;0.132;0.064;0.196
2025-06-19 10:15:00+00:00;39.216;60.784;0.08;0.124;0.20400000000000001
2025-06-19 10:30:00+00:00;43.137;56.863;0.088;0.116;0.20400000000000001
2025-06-19 10:45:00+00:00;42.857;57.143;0.084;0.112;0.196
2025-06-19 11:00:00+00:00;94.366;5.634;1.072;0.064;1.1360000000000001
2025-06-19 11:15:00+00:00;88.947;11.053;0.676;0.084;0.76
2025-06-19 11:30:00+00:00;60.0;40.0;0.18;0.12;0.3
2025-06-19 11:45:00+00:00;61.111;38.889;0.176;0.112;0.288
2025-06-19 12:00:00+00:00;60.563;39.437;0.172;0.112;0.284
2025-06-19 12:15:00+00:00;68.75;31.25;0.132;0.06;0.192
2025-06-19 12:30:00+00:00;55.556;44.444;0.12;0.096;0.216
2025-06-19 12:45:00+00:00;55.556;44.444;0.14;0.112;0.252
2025-06-19 13:00:00+00:00;52.459;47.541;0.128;0.116;0.244
2025-06-19 13:15:00+00:00;68.605;31.395;0.236;0.108;0.344
2025-06-19 13:30:00+00:00;81.818;18.182;0.252;0.056;0.308
2025-06-19 13:45:00+00:00;67.901;32.099;0.22;0.104;0.324
2025-06-19 14:00:00+00:00;72.277;27.723;0.292;0.112;0.40399999999999997
2025-06-19 14:15:00+00:00;56.338;43.662;0.16;0.124;0.28400000000000003
2025-06-19 14:30:00+00:00;45.0;55.0;0.072;0.088;0.15999999999999998
2025-06-19 14:45:00+00:00;54.545;45.455;0.072;0.06;0.132
2025-06-19 15:00:00+00:00;39.13;60.87;0.072;0.112;0.184
2025-06-19 15:15:00+00:00;64.368;35.632;0.224;0.124;0.348
2025-06-19 15:30:00+00:00;86.574;13.426;0.748;0.116;0.864
2025-06-19 15:45:00+00:00;91.176;8.824;0.744;0.072;0.816
2025-06-19 16:00:00+00:00;92.105;7.895;0.84;0.072;0.9119999999999999
2025-06-19 16:15:00+00:00;85.366;14.634;0.7;0.12;0.82
2025-06-19 16:30:00+00:00;86.872;13.128;0.622;0.094;0.716
2025-06-19 16:45:00+00:00;83.133;16.867;0.552;0.112;0.664
2025-06-19 17:00:00+00:00;82.143;17.857;0.276;0.06;0.336
2025-06-19 17:15:00+00:00;47.727;52.273;0.084;0.092;0.176
2025-06-19 17:30:00+00:00;85.119;14.881;0.143;0.025;0.16799999999999998
2025-06-19 17:45:00+00:00;;;0.0;0.0;0.0
2025-06-19 18:00:00+00:00;;;0.0;0.0;0.0
2025-06-19 18:15:00+00:00;;;0.0;0.0;0.0
2025-06-19 18:30:00+00:00;;;0.0;0.0;0.0
2025-06-19 18:45:00+00:00;;;0.0;0.0;0.0
2025-06-19 19:00:00+00:00;;;0.0;0.0;0.0
2025-06-19 19:15:00+00:00;;;0.0;0.0;0.0
2025-06-19 19:30:00+00:00;;;0.0;0.0;0.0
2025-06-19 19:45:00+00:00;;;0.0;0.0;0.0
2025-06-19 20:00:00+00:00;;;0.0;0.0;0.0
2025-06-19 20:15:00+00:00;;;0.0;0.0;0.0
2025-06-19 20:30:00+00:00;;;0.0;0.0;0.0
2025-06-19 20:45:00+00:00;;;0.0;0.0;0.0
2025-06-19 21:00:00+00:00;;;0.0;0.0;0.0
2025-06-19 21:15:00+00:00;;;0.0;0.0;0.0
2025-06-19 21:30:00+00:00;;;0.0;0.0;0.0
2025-06-19 21:45:00+00:00;;;0.0;0.0;0.0
2025-06-19 22:00:00+00:00;;;0.0;0.0;0.0
2025-06-19 22:15:00+00:00;;;0.0;0.0;0.0
2025-06-19 22:30:00+00:00;;;0.0;0.0;0.0
2025-06-19 22:45:00+00:00;;;0.0;0.0;0.0
2025-06-19 23:00:00+00:00;;;0.0;0.0;0.0
2025-06-19 23:15:00+00:00;;;0.0;0.0;0.0
2025-06-19 23:30:00+00:00;;;0.0;0.0;0.0
2025-06-19 23:45:00+00:00;;;0.0;0.0;0.0
2025-06-20 00:00:00+00:00;;;0.0;0.0;0.0
2025-06-20 00:15:00+00:00;;;0.0;0.0;0.0
2025-06-20 00:30:00+00:00;;;0.0;0.0;0.0
2025-06-20 00:45:00+00:00;;;0.0;0.0;0.0
2025-06-20 01:00:00+00:00;;;0.0;0.0;0.0
2025-06-20 01:15:00+00:00;;;0.0;0.0;0.0
2025-06-20 01:30:00+00:00;;;0.0;0.0;0.0
2025-06-20 01:45:00+00:00;;;0.0;0.0;0.0
2025-06-20 02:00:00+00:00;;;0.0;0.0;0.0
2025-06-20 02:15:00+00:00;;;0.0;0.0;0.0
2025-06-20 02:30:00+00:00;;;0.0;0.0;0.0
2025-06-20 02:45:00+00:00;;;0.0;0.0;0.0
2025-06-20 03:00:00+00:00;;;0.0;0.0;0.0
2025-06-20 03:15:00+00:00;;;0.0;0.0;0.0
2025-06-20 03:30:00+00:00;;;0.0;0.0;0.0
2025-06-20 03:45:00+00:00;;;0.0;0.0;0.0
2025-06-20 04:00:00+00:00;;;0.0;0.0;0.0
2025-06-20 04:15:00+00:00;;;0.0;0.0;0.0
2025-06-20 04:30:00+00:00;;;0.0;0.0;0.0
2025-06-20 04:45:00+00:00;;;0.0;0.0;0.0
2025-06-20 05:00:00+00:00;;;0.0;0.0;0.0
2025-06-20 05:15:00+00:00;50.0;50.0;0.12;0.12;0.24
2025-06-20 05:30:00+00:00;60.294;39.706;0.164;0.108;0.272
2025-06-20 05:45:00+00:00;70.175;29.825;0.16;0.068;0.228
2025-06-20 06:00:00+00:00;50.0;50.0;0.124;0.124;0.248
2025-06-20 06:15:00+00:00;39.583;60.417;0.076;0.116;0.192
2025-06-20 06:30:00+00:00;43.137;56.863;0.088;0.116;0.20400000000000001
2025-06-20 06:45:00+00:00;50.0;50.0;0.088;0.088;0.176
2025-06-20 07:00:00+00:00;75.281;24.719;0.268;0.088;0.356
2025-06-20 07:15:00+00:00;95.691;4.309;2.576;0.116;2.692
2025-06-20 07:30:00+00:00;63.636;36.364;0.196;0.112;0.308
2025-06-20 07:45:00+00:00;65.169;34.831;0.232;0.124;0.356
2025-06-20 08:00:00+00:00;67.308;32.692;0.14;0.068;0.20800000000000002
2025-06-20 08:15:00+00:00;50.0;50.0;0.088;0.088;0.176
2025-06-20 08:30:00+00:00;43.75;56.25;0.084;0.108;0.192
2025-06-20 08:45:00+00:00;37.5;62.5;0.072;0.12;0.192
2025-06-20 09:00:00+00:00;54.412;45.588;0.148;0.124;0.272
2025-06-20 09:15:00+00:00;77.358;22.642;0.164;0.048;0.21200000000000002
2025-06-20 09:30:00+00:00;64.615;35.385;0.168;0.092;0.26
2025-06-20 09:45:00+00:00;54.545;45.455;0.144;0.12;0.264
2025-06-20 10:00:00+00:00;38.0;62.0;0.076;0.124;0.2
2025-06-20 10:15:00+00:00;97.036;2.964;3.012;0.092;3.104
2025-06-20 10:30:00+00:00;97.222;2.778;1.68;0.048;1.728
2025-06-20 10:45:00+00:00;95.71;4.29;2.588;0.116;2.704
2025-06-20 11:00:00+00:00;91.667;8.333;1.32;0.12;1.44
2025-06-20 11:15:00+00:00;90.881;9.119;1.156;0.116;1.272
2025-06-20 11:30:00+00:00;94.19;5.81;1.232;0.076;1.308
2025-06-20 11:45:00+00:00;92.593;7.407;0.8;0.064;0.8640000000000001
2025-06-20 12:00:00+00:00;36.735;63.265;0.072;0.124;0.196
2025-06-20 12:15:00+00:00;38.298;61.702;0.072;0.116;0.188
2025-06-20 12:30:00+00:00;42.857;57.143;0.084;0.112;0.196
2025-06-20 12:45:00+00:00;69.841;30.159;0.176;0.076;0.252
2025-06-20 13:00:00+00:00;69.118;30.882;0.188;0.084;0.272
2025-06-20 13:15:00+00:00;61.842;38.158;0.188;0.116;0.304
2025-06-20 13:30:00+00:00;60.0;40.0;0.168;0.112;0.28
2025-06-20 13:45:00+00:00;60.526;39.474;0.184;0.12;0.304
2025-06-20 14:00:00+00:00;71.667;28.333;0.172;0.068;0.24
2025-06-20 14:15:00+00:00;64.516;35.484;0.16;0.088;0.248
2025-06-20 14:30:00+00:00;58.824;41.176;0.16;0.112;0.272
2025-06-20 14:45:00+00:00;55.714;44.286;0.156;0.124;0.28
2025-06-20 15:00:00+00:00;58.824;41.176;0.16;0.112;0.272
2025-06-20 15:15:00+00:00;77.966;22.034;0.184;0.052;0.236
2025-06-20 15:30:00+00:00;67.901;32.099;0.22;0.104;0.324
2025-06-20 15:45:00+00:00;57.143;42.857;0.16;0.12;0.28
2025-06-20 16:00:00+00:00;37.255;62.745;0.076;0.128;0.20400000000000001
2025-06-20 16:15:00+00:00;48.837;51.163;0.084;0.088;0.172
2025-06-20 16:30:00+00:00;75.806;24.194;0.188;0.06;0.248
2025-06-20 16:45:00+00:00;93.59;6.41;1.752;0.12;1.8719999999999999
2025-06-20 17:00:00+00:00;86.752;13.248;0.812;0.124;0.936
2025-06-20 17:15:00+00:00;89.17;10.83;0.988;0.12;1.108
2025-06-20 17:30:00+00:00;83.186;16.814;0.376;0.076;0.452
2025-06-20 17:45:00+00:00;;;0.0;0.0;0.0
2025-06-20 18:00:00+00:00;40.441;59.559;0.055;0.081;0.136
2025-06-20 18:15:00+00:00;;;0.0;0.0;0.0
2025-06-20 18:30:00+00:00;;;0.0;0.0;0.0
2025-06-20 18:45:00+00:00;;;0.0;0.0;0.0
2025-06-20 19:00:00+00:00;;;0.0;0.0;0.0
2025-06-20 19:15:00+00:00;;;0.0;0.0;0.0
2025-06-20 19:30:00+00:00;;;0.0;0.0;0.0
2025-06-20 19:45:00+00:00;;;0.0;0.0;0.0
2025-06-20 20:00:00+00:00;;;0.0;0.0;0.0
2025-06-20 20:15:00+00:00;;;0.0;0.0;0.0
2025-06-20 20:30:00+00:00;;;0.0;0.0;0.0
2025-06-20 20:45:00+00:00;;;0.0;0.0;0.0
2025-06-20 21:00:00+00:00;;;0.0;0.0;0.0
2025-06-20 21:15:00+00:00;;;0.0;0.0;0.0
2025-06-20 21:30:00+00:00;;;0.0;0.0;0.0
2025-06-20 21:45:00+00:00;;;0.0;0.0;0.0
2025-06-20 22:00:00+00:00;;;0.0;0.0;0.0
2025-06-20 22:15:00+00:00;;;0.0;0.0;0.0
2025-06-20 22:30:00+00:00;;;0.0;0.0;0.0
2025-06-20 22:45:00+00:00;;;0.0;0.0;0.0
2025-06-20 23:00:00+00:00;;;0.0;0.0;0.0
2025-06-20 23:15:00+00:00;;;0.0;0.0;0.0
2025-06-20 23:30:00+00:00;;;0.0;0.0;0.0
2025-06-20 23:45:00+00:00;;;0.0;0.0;0.0
2025-06-21 00:00:00+00:00;;;0.0;0.0;0.0
2025-06-21 00:15:00+00:00;;;0.0;0.0;0.0
2025-06-21 00:30:00+00:00;;;0.0;0.0;0.0
2025-06-21 00:45:00+00:00;;;0.0;0.0;0.0
2025-06-21 01:00:00+00:00;;;0.0;0.0;0.0
2025-06-21 01:15:00+00:00;;;0.0;0.0;0.0
2025-06-21 01:30:00+00:00;;;0.0;0.0;0.0
2025-06-21 01:45:00+00:00;;;0.0;0.0;0.0
2025-06-21 02:00:00+00:00;;;0.0;0.0;0.0
2025-06-21 02:15:00+00:00;;;0.0;0.0;0.0
2025-06-21 02:30:00+00:00;;;0.0;0.0;0.0
2025-06-21 02:45:00+00:00;;;0.0;0.0;0.0
2025-06-21 03:00:00+00:00;;;0.0;0.0;0.0
2025-06-21 03:15:00+00:00;;;0.0;0.0;0.0
2025-06-21 03:30:00+00:00;;;0.0;0.0;0.0
2025-06-21 03:45:00+00:00;;;0.0;0.0;0.0
2025-06-21 04:00:00+00:00;;;0.0;0.0;0.0
2025-06-21 04:15:00+00:00;;;0.0;0.0;0.0
2025-06-21 04:30:00+00:00;;;0.0;0.0;0.0
2025-06-21 04:45:00+00:00;;;0.0;0.0;0.0
2025-06-21 05:00:00+00:00;;;0.0;0.0;0.0
2025-06-21 05:15:00+00:00;;;0.0;0.0;0.0
2025-06-21 05:30:00+00:00;70.455;29.545;0.124;0.052;0.176
2025-06-21 05:45:00+00:00;32.52;67.48;0.16;0.332;0.492
2025-06-21 06:00:00+00:00;52.632;47.368;0.16;0.144;0.304
2025-06-21 06:15:00+00:00;50.0;50.0;0.12;0.12;0.24
2025-06-21 06:30:00+00:00;;;0.0;0.0;0.0
2025-06-21 06:45:00+00:00;;;0.0;0.0;0.0
2025-06-21 07:00:00+00:00;38.0;62.0;0.076;0.124;0.2
2025-06-21 07:15:00+00:00;55.882;44.118;0.152;0.12;0.272
2025-06-21 07:30:00+00:00;60.563;39.437;0.172;0.112;0.284
2025-06-21 07:45:00+00:00;70.69;29.31;0.164;0.068;0.232
2025-06-21 08:00:00+00:00;50.0;50.0;0.088;0.088;0.176
2025-06-21 08:15:00+00:00;38.776;61.224;0.076;0.12;0.196
2025-06-21 08:30:00+00:00;39.13;60.87;0.072;0.112;0.184
2025-06-21 08:45:00+00:00;45.098;54.902;0.092;0.112;0.20400000000000001
2025-06-21 09:00:00+00:00;72.414;27.586;0.168;0.064;0.232
2025-06-21 09:15:00+00:00;66.216;33.784;0.196;0.1;0.29600000000000004
2025-06-21 09:30:00+00:00;69.892;30.108;0.26;0.112;0.372
2025-06-21 09:45:00+00:00;94.369;5.631;1.944;0.116;2.06
2025-06-21 10:00:00+00:00;90.941;9.059;1.044;0.104;1.1480000000000001
2025-06-21 10:15:00+00:00;75.0;25.0;0.168;0.056;0.224
2025-06-21 10:30:00+00:00;63.75;36.25;0.204;0.116;0.32
2025-06-21 10:45:00+00:00;62.667;37.333;0.188;0.112;0.3
2025-06-21 11:00:00+00:00;55.714;44.286;0.156;0.124;0.28
2025-06-21 11:15:00+00:00;63.793;36.207;0.148;0.084;0.23199999999999998
2025-06-21 11:30:00+00:00;50.0;50.0;0.068;0.068;0.136
2025-06-21 11:45:00+00:00;38.298;61.702;0.072;0.116;0.188
2025-06-21 12:00:00+00:00;35.417;64.583;0.068;0.124;0.192
2025-06-21 12:15:00+00:00;47.368;52.632;0.108;0.12;0.22799999999999998
2025-06-21 12:30:00+00:00;72.727;27.273;0.16;0.06;0.22
2025-06-21 12:45:00+00:00;63.934;36.066;0.156;0.088;0.244
2025-06-21 13:00:00+00:00;59.459;40.541;0.176;0.12;0.296
2025-06-21 13:15:00+00:00;58.108;41.892;0.172;0.124;0.296
2025-06-21 13:30:00+00:00;68.605;31.395;0.236;0.108;0.344
2025-06-21 13:45:00+00:00;85.714;14.286;0.312;0.052;0.364
2025-06-21 14:00:00+00:00;68.605;31.395;0.236;0.108;0.344
2025-06-21 14:15:00+00:00;66.292;33.708;0.236;0.12;0.356
2025-06-21 14:30:00+00:00;91.831;8.169;1.304;0.116;1.4200000000000002
2025-06-21 14:45:00+00:00;95.534;4.466;1.968;0.092;2.06
2025-06-21 15:00:00+00:00;84.314;15.686;0.344;0.064;0.408
2025-06-21 15:15:00+00:00;73.684;26.316;0.336;0.12;0.456
2025-06-21 15:30:00+00:00;74.107;25.893;0.332;0.116;0.448
2025-06-21 15:45:00+00:00;74.336;25.664;0.336;0.116;0.452
2025-06-21 16:00:00+00:00;79.412;20.588;0.324;0.084;0.40800000000000003
2025-06-21 16:15:00+00:00;76.471;23.529;0.26;0.08;0.34
2025-06-21 16:30:00+00:00;67.045;32.955;0.236;0.116;0.352
2025-06-21 16:45:00+00:00;67.169;32.831;0.223;0.109;0.332
2025-06-21 17:00:00+00:00;68.75;31.25;0.011;0.005;0.016
2025-06-21 17:15:00+00:00;;;0.0;0.0;0.0
2025-06-21 17:30:00+00:00;;;0.0;0.0;0.0
2025-06-21 17:45:00+00:00;;;0.0;0.0;0.0
2025-06-21 18:00:00+00:00;;;0.0;0.0;0.0
2025-06-21 18:15:00+00:00;;;0.0;0.0;0.0
2025-06-21 18:30:00+00:00;;;0.0;0.0;0.0
2025-06-21 18:45:00+00:00;;;0.0;0.0;0.0
2025-06-21 19:00:00+00:00;;;0.0;0.0;0.0
2025-06-21 19:15:00+00:00;;;0.0;0.0;0.0
2025-06-21 19:30:00+00:00;;;0.0;0.0;0.0
2025-06-21 19:45:00+00:00;;;0.0;0.0;0.0
2025-06-21 20:00:00+00:00;;;0.0;0.0;0.0
2025-06-21 20:15:00+00:00;;;0.0;0.0;0.0
2025-06-21 20:30:00+00:00;;;0.0;0.0;0.0
2025-06-21 20:45:00+00:00;;;0.0;0.0;0.0
2025-06-21 21:00:00+00:00;;;0.0;0.0;0.0
2025-06-21 21:15:00+00:00;;;0.0;0.0;0.0
